solvent,solute,deltaG,logK
C(Cl)(Cl)Cl,Cc1ccc(cc1)[N+](=O)[O-],-0.36441999999999997,6.16
C(Cl)(Cl)Cl,C(C(F)(Cl)Cl)(F)(F)Cl,-0.15026,2.54
C(Cl)(Cl)Cl,CN1CCCCC1,-0.24906,4.21
C(Cl)(Cl)Cl,C(F)(Cl)(Cl)Cl,-0.12245999999999999,2.07
C(Cl)(Cl)Cl,CC1COC(=O)O1,-0.32893,5.56
C(Cl)(Cl)Cl,C1CCOC(=O)C1,-0.37861999999999996,6.4
C(Cl)(Cl)Cl,CCOC(=O)CC(=O)C,-0.34253,5.79
C(Cl)(Cl)Cl,CCOC(=O)C(F)(F)F,-0.17984,3.04
C(Cl)(Cl)Cl,CCOC(=O)C(Cl)(Cl)Cl,-0.3094,5.23
C(Cl)(Cl)Cl,CC(=N)O,-0.32952,5.57
C(Cl)(Cl)Cl,CCC(=N)O,-0.32419000000000003,5.48
C(Cl)(Cl)Cl,CC(=O)N(C)C,-0.34939000000000003,5.906000000000001
C(Cl)(Cl)Cl,C(=O)(C(Cl)(Cl)Cl)N,-0.29994,5.07
C(Cl)(Cl)Cl,CCOC(=N)O,-0.33543,5.67
C(Cl)(Cl)Cl,C(=O)O,-0.1899,3.21
C(Cl)(Cl)Cl,CC(C)C(=O)O,-0.25143000000000004,4.25
C(Cl)(Cl)Cl,CCCC(C)C(=O)O,-0.3029,5.12
C(Cl)(Cl)Cl,C(C(=O)O)Cl,-0.29047,4.91
C(Cl)(Cl)Cl,C(CO)CCl,-0.2532,4.28
C(Cl)(Cl)Cl,C(CO)CO,-0.30349,5.13
C(Cl)(Cl)Cl,C(=S)(N)N,-0.31414000000000003,5.31
C(Cl)(Cl)Cl,CCCCP(=O)(CCCC)CCCC,-0.66318,11.21
C(Cl)(Cl)Cl,c1ccc2cc(ccc2c1)Cl,-0.39163000000000003,6.62
C(Cl)(Cl)Cl,COc1ccccc1C=O,-0.40997,6.93
C(Cl)(Cl)Cl,c1ccc(cc1)CC=O,-0.31473,5.32
C(Cl)(Cl)Cl,CC(=O)Oc1ccccc1,-0.36915,6.24
C(Cl)(Cl)Cl,COC(=O)c1ccccc1C(=O)OC,-0.5135,8.68
C(Cl)(Cl)Cl,CCOC(=O)c1ccccc1C(=O)OCC,-0.5561,9.4
C(Cl)(Cl)Cl,c1ccc(cc1)CC#N,-0.35200000000000004,5.95
C(Cl)(Cl)Cl,c1ccc(c(c1)C#N)C#N,-0.48511000000000004,8.2
C(Cl)(Cl)Cl,c1cc(cc(c1)C#N)C#N,-0.45198,7.64
C(Cl)(Cl)Cl,c1cc(ccc1C#N)C#N,-0.49101999999999996,8.3
C(Cl)(Cl)Cl,CCc1ccc(cc1)N,-0.37151999999999996,6.28
C(Cl)(Cl)Cl,CCCc1ccc(cc1)N,-0.41234,6.97
C(Cl)(Cl)Cl,CC(C)c1ccc(cc1)N,-0.39696,6.71
C(Cl)(Cl)Cl,CCCCc1ccc(cc1)N,-0.42713,7.22
C(Cl)(Cl)Cl,c1cc(ccc1N)Cl,-0.3798,6.42
C(Cl)(Cl)Cl,c1ccc(c(c1)N)[N+](=O)[O-],-0.42831,7.24
C(Cl)(Cl)Cl,c1cc(cc(c1)[N+](=O)[O-])N,-0.4786,8.09
C(Cl)(Cl)Cl,c1cc(ccc1N)[N+](=O)[O-],-0.5206,8.8
C(Cl)(Cl)Cl,CC(=O)c1cccc(c1)N,-0.48097,8.13
C(Cl)(Cl)Cl,CC(=O)c1ccc(cc1)N,-0.48156000000000004,8.14
C(Cl)(Cl)Cl,Cc1ccc(c(c1)C)N,-0.38454,6.5
C(Cl)(Cl)Cl,CNc1ccccc1,-0.34549,5.84
C(Cl)(Cl)Cl,CCN(CC)c1ccccc1,-0.39282,6.64
C(Cl)(Cl)Cl,c1ccc(cc1)CN,-0.3449,5.83
C(Cl)(Cl)Cl,Cc1ccc(c(c1)C)O,-0.34963,5.91
C(Cl)(Cl)Cl,Cc1ccc(c(c1)O)C,-0.35081,5.93
C(Cl)(Cl)Cl,Cc1cc(cc(c1)O)C,-0.36679,6.2
C(Cl)(Cl)Cl,CCc1ccccc1O,-0.36383000000000004,6.15
C(Cl)(Cl)Cl,CCc1cccc(c1)O,-0.35496,6.0
C(Cl)(Cl)Cl,CCc1ccc(cc1)O,-0.35318,5.97
C(Cl)(Cl)Cl,Cc1ccc(c(c1)O)C(C)C,-0.41766000000000003,7.06
C(Cl)(Cl)Cl,c1ccc(c(c1)O)F,-0.26326,4.45
C(Cl)(Cl)Cl,c1cc(cc(c1)Cl)O,-0.34726999999999997,5.87
C(Cl)(Cl)Cl,c1cc(ccc1O)Cl,-0.36856,6.23
C(Cl)(Cl)Cl,c1ccc(c(c1)O)Br,-0.31769000000000003,5.37
C(Cl)(Cl)Cl,c1cc(ccc1O)Br,-0.3727,6.3
C(Cl)(Cl)Cl,c1ccc(c(c1)O)I,-0.38572,6.52
C(Cl)(Cl)Cl,c1cc(ccc1O)I,-0.4224,7.14
C(Cl)(Cl)Cl,c1cc(c(cc1Cl)Cl)O,-0.33957,5.74
C(Cl)(Cl)Cl,COc1ccccc1O,-0.34253,5.79
C(Cl)(Cl)Cl,COc1cccc(c1)O,-0.37803000000000003,6.39
C(Cl)(Cl)Cl,COc1ccc(cc1)O,-0.39104,6.61
C(Cl)(Cl)Cl,c1ccc(c(c1)C=O)O,-0.33662,5.69
C(Cl)(Cl)Cl,CC(=O)c1ccc(cc1)O,-0.47918999999999995,8.1
C(Cl)(Cl)Cl,c1cc(cc(c1)O)[N+](=O)[O-],-0.44723999999999997,7.56
C(Cl)(Cl)Cl,c1cc(ccc1[N+](=O)[O-])O,-0.47386999999999996,8.01
C(Cl)(Cl)Cl,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])O,-0.46321999999999997,7.83
C(Cl)(Cl)Cl,c1ccc(c(c1)C(=O)O)O,-0.35318,5.97
C(Cl)(Cl)Cl,c1ccc(c(c1)CO)O,-0.41175,6.96
C(Cl)(Cl)Cl,c1ccc(cc1)CCO,-0.37211,6.29
C(Cl)(Cl)Cl,c1ccnc(c1)Cl,-0.30881,5.22
C(Cl)(Cl)Cl,c1ccnc(c1)Br,-0.34667,5.86
C(Cl)(Cl)Cl,COc1ccccn1,-0.29225,4.94
C(Cl)(Cl)Cl,Cn1ccccc1=O,-0.40583,6.86
C(Cl)(Cl)Cl,c1ccc2cnccc2c1,-0.4082,6.9
C(Cl)(Cl)Cl,c1cc[nH]c1,-0.24374,4.12
C(Cl)(Cl)Cl,C#N,-0.13607,2.3
CCCCOCCO,[HH],0.07259,-1.227
CCCCOCCO,C(=O)=O,-0.011309999999999999,0.1911
CCCCOCCO,CCCCCC,-0.13784000000000002,2.33
CCCCOCCO,CCCCCCC,-0.16742,2.83
CCCCOCCO,CCCCCCCC,-0.19345,3.27
CCCCOCCO,CCCCCCCCC,-0.21948,3.71
CCCCOCCO,C1CCCCC1,-0.15914,2.69
CCCCOCCO,c1ccccc1,-0.17748,3.0
CCCCOCCO,Cc1ccccc1,-0.20351,3.44
CCCCOCCO,CCc1ccccc1,-0.22658000000000003,3.83
CCCCOCCO,c1ccc(cc1)Cl,-0.23131,3.91
CCCCOCCO,CCCCCCCCCC,-0.24255,4.1
CCCCOCCO,Cc1ccc(cc1)C,-0.21771,3.68
CCCCOCCO,CC(C)(C)Cl,-0.14317,2.42
CCCCOCCO,CC1CCCC1,-0.15026,2.54
CCCCOCCO,CC1CCCCC1,-0.17393,2.94
CCCCOCCO,C1CCC=CC1,-0.16801,2.84
CCCCOCCO,Cc1cccc(c1)C,-0.23013000000000003,3.89
CCCCOCCO,c1ccc(cc1)F,-0.18635,3.15
CCCCOCCO,c1ccc(cc1)Br,-0.25143000000000004,4.25
CCCCOCCO,c1ccc2ccccc2c1,-0.32005,5.41
CCCCOCCO,CCCCCCCCCCC,-0.2674,4.52
CCCCOCCO,c1ccc(c(c1)Cl)Cl,-0.28042,4.74
CCCCOCCO,C1CCCCCCC1,-0.22361999999999999,3.78
CCCCOCCO,CCCCOCCO,-0.30851999999999996,5.215
CCCCOCCO,C=CCCCCC=C,-0.20351,3.44
CCCCOCCO,Cc1ccc(cc1)C(C)C,-0.2745,4.64
C1COCCN1C=O,C(=O)=O,-0.03254,0.55
C1COCCN1C=O,C,0.05206,-0.88
C1COCCN1C=O,CC,0.00828,-0.14
C1COCCN1C=O,CCCCC,-0.06567,1.11
C1COCCN1C=O,CCCCCC,-0.08815,1.49
C1COCCN1C=O,CCCCCCC,-0.11122,1.88
C1COCCN1C=O,CCCCCCCC,-0.13429000000000002,2.27
C1COCCN1C=O,C1CCCC1,-0.09643,1.63
C1COCCN1C=O,C1CCCCC1,-0.11714000000000001,1.98
C1COCCN1C=O,CCC1CCCCC1,-0.15263,2.58
C1COCCN1C=O,C1CCOC1,-0.16032000000000002,2.71
C1COCCN1C=O,CCCC=O,-0.17097,2.89
C1COCCN1C=O,CCCCC=O,-0.19463,3.29
C1COCCN1C=O,CC(=O)C,-0.16032000000000002,2.71
C1COCCN1C=O,CCC(=O)C,-0.17865999999999999,3.02
C1COCCN1C=O,CCCC(=O)C,-0.19582,3.31
C1COCCN1C=O,CC(=O)OC,-0.15736,2.66
C1COCCN1C=O,CCCOC(=O)C,-0.19168,3.24
C1COCCN1C=O,CO,-0.18517,3.13
C1COCCN1C=O,CCO,-0.19463,3.29
C1COCCN1C=O,CCCO,-0.2183,3.69
C1COCCN1C=O,c1ccccc1,-0.17452,2.95
C1COCCN1C=O,Cc1ccccc1,-0.19582,3.31
C1COCCN1C=O,CCc1ccccc1,-0.21711,3.67
C1COCCN1C=O,CC(C)c1ccccc1,-0.22895,3.87
C1COCCN1C=O,CCCCCCCCCC,-0.17984,3.04
C1COCCN1C=O,CC(C)O,-0.19641,3.32
C1COCCN1C=O,Cc1ccc(cc1)C,-0.21593,3.65
C1COCCN1C=O,CCOC(=O)C,-0.17038,2.88
C1COCCN1C=O,CC(C)CC(C)(C)C,-0.1059,1.79
C1COCCN1C=O,c1ccsc1,-0.19049000000000002,3.22
C1COCCN1C=O,CCCC=C,-0.07987000000000001,1.35
C1COCCN1C=O,CCCCC=C,-0.10235,1.73
C1COCCN1C=O,CC(C)(C)O,-0.19286,3.26
C1COCCN1C=O,CC1CCCC1,-0.10708,1.81
C1COCCN1C=O,CCCCCC=C,-0.12542,2.12
C1COCCN1C=O,Cc1ccccc1C,-0.22835999999999998,3.86
C1COCCN1C=O,CC1CCCCC1,-0.12778,2.16
C1COCCN1C=O,CCCCCCC=C,-0.14731,2.49
C1COCCN1C=O,C1CCC=CC1,-0.13902,2.35
C1COCCN1C=O,CCC(=O)CC,-0.19286,3.26
C1COCCN1C=O,CCC(=O)OCC,-0.18635,3.15
C1COCCN1C=O,CCCC(=O)OCC,-0.19996,3.38
C1COCCN1C=O,Cc1cccc(c1)C,-0.2183,3.69
C1COCCN1C=O,S,-0.07868,1.33
C1COCCN1C=O,CC(C)CC(=O)C,-0.19996,3.38
C1COCCN1C=O,CC(C)C=O,-0.15736,2.66
C1COCCN1C=O,C/C=C/C=O,-0.20351,3.44
C1COCCN1C=O,C1CC=CC1,-0.10944000000000001,1.85
C1COCCN1C=O,CC(=O)OC=C,-0.17275,2.92
C1COCCN1C=O,C[C@H]1CC[C@H](CC1)C,-0.14612,2.47
C1COCCN1C=O,C[C@H]1CC[C@@H](CC1)C,-0.13902,2.35
C1COCCN1C=O,C[C@@H]1CCCC[C@@H]1C,-0.15322,2.59
C1COCCN1C=O,C[C@H]1CCCC[C@@H]1C,-0.14317,2.42
C1COCCN1C=O,C1COCCN1C=O,-0.3656,6.18
CCC#N,CCCCC,-0.10767,1.82
CCC#N,CCCCCC,-0.13015,2.2
CCC#N,CCCC(C)C,-0.12293,2.0780000000000003
CCC#N,CCCCCCC,-0.15482,2.617
CCC#N,CC(C)CC(C)C,-0.13766,2.327
CCC#N,CCCCCCCC,-0.17895999999999998,3.025
CCC#N,CC(C)C(C)C(C)C,-0.16742,2.83
CCC#N,CCCCCCCCC,-0.20332999999999998,3.437
CCC#N,C1CCCCC1,-0.14618,2.471
CCC#N,CCC1CCCCC1,-0.18724000000000002,3.165
CCC#N,CC(C)CCC(C)C,-0.16292,2.7539999999999996
Cc1cccc(c1)C,[He],0.09998,-1.69
Cc1cccc(c1)C,[Ne],0.08785,-1.485
Cc1cccc(c1)C,[Ar],0.03715,-0.628
Cc1cccc(c1)C,[Kr],0.0084,-0.142
Cc1cccc(c1)C,[HH],0.06442,-1.089
Cc1cccc(c1)C,O=O,0.03692,-0.624
Cc1cccc(c1)C,C(=O)=O,-0.0194,0.32799999999999996
Cc1cccc(c1)C,C,0.01591,-0.26899999999999996
Cc1cccc(c1)C,CCC,-0.0704,1.19
Cc1cccc(c1)C,CCCC,-0.10134,1.713
Cc1cccc(c1)C,CC(C)C,-0.0898,1.518
Cc1cccc(c1)C,CCCCC,-0.13482,2.279
Cc1cccc(c1)C,CCCCCC,-0.16689,2.821
Cc1cccc(c1)C,C=C,-0.026439999999999998,0.447
Cc1cccc(c1)C,CC=C,-0.06851,1.158
Cc1cccc(c1)C,C/C=C/C,-0.1082,1.829
Cc1cccc(c1)C,C/C=C\C,-0.11127999999999999,1.881
Cc1cccc(c1)C,C=CC=C,-0.10737000000000001,1.815
Cc1cccc(c1)C,C(F)(F)(F)F,0.04892,-0.8270000000000001
Cc1cccc(c1)C,CCCl,-0.12459,2.106
Cc1cccc(c1)C,C(Cl)Cl,-0.15523,2.6239999999999997
Cc1cccc(c1)C,C(Cl)(Cl)(Cl)Cl,-0.18600000000000003,3.1439999999999997
Cc1cccc(c1)C,CC(F)F,-0.07081,1.197
Cc1cccc(c1)C,COC,-0.0888,1.501
Cc1cccc(c1)C,CCOCC,-0.14257,2.41
Cc1cccc(c1)C,CC(=O)C,-0.14748,2.4930000000000003
Cc1cccc(c1)C,CCC(=O)C,-0.1773,2.997
Cc1cccc(c1)C,CO,-0.10513,1.777
Cc1cccc(c1)C,CCO,-0.13021,2.201
Cc1cccc(c1)C,CCCO,-0.16139,2.728
Cc1cccc(c1)C,CCCCO,-0.18984,3.2089999999999996
Cc1cccc(c1)C,CCCCCO,-0.22610999999999998,3.822
Cc1cccc(c1)C,FS(F)(F)(F)(F)F,0.0084,-0.142
Cc1cccc(c1)C,c1ccccc1,-0.18824000000000002,3.182
Cc1cccc(c1)C,[N]=O,0.03431,-0.58
Cc1cccc(c1)C,CC(C)O,-0.14453,2.443
Cc1cccc(c1)C,CCC=C,-0.09986,1.6880000000000002
Cc1cccc(c1)C,CC(=C)C,-0.1011,1.709
Cc1cccc(c1)C,CCCCC=C,-0.16197999999999999,2.738
Cc1cccc(c1)C,C(CCl)Cl,-0.1931,3.264
Cc1cccc(c1)C,CC(C)CO,-0.17789000000000002,3.0069999999999997
Cc1cccc(c1)C,CCC(C)O,-0.17937,3.032
Cc1cccc(c1)C,CC(C)CCO,-0.21386,3.615
Cc1cccc(c1)C,C(CCl)O,-0.20339000000000002,3.438
Cc1cccc(c1)C,Cc1cccc(c1)C,-0.25172,4.255
Cc1cccc(c1)C,C(C(F)(Cl)Cl)(F)(F)Cl,-0.14624,2.472
C(Cl)(Cl)(Cl)Cl,[He],0.09229,-1.56
C(Cl)(Cl)(Cl)Cl,[Ne],0.08105,-1.37
C(Cl)(Cl)(Cl)Cl,[Ar],0.0278,-0.47
C(Cl)(Cl)(Cl)Cl,[Kr],-0.0071,0.12
C(Cl)(Cl)(Cl)Cl,[Xe],-0.030760000000000003,0.52
C(Cl)(Cl)(Cl)Cl,[HH],0.06567,-1.11
C(Cl)(Cl)(Cl)Cl,O=O,0.030760000000000003,-0.52
C(Cl)(Cl)(Cl)Cl,N#N,0.04674,-0.79
C(Cl)(Cl)(Cl)Cl,[N-]=[N+]=O,-0.03727,0.63
C(Cl)(Cl)(Cl)Cl,[C-]#[O+],0.03905,-0.66
C(Cl)(Cl)(Cl)Cl,C(=O)=O,-0.026330000000000003,0.445
C(Cl)(Cl)(Cl)Cl,C,0.00828,-0.14
C(Cl)(Cl)(Cl)Cl,CC,-0.04319,0.73
C(Cl)(Cl)(Cl)Cl,CCC,-0.07927000000000001,1.34
C(Cl)(Cl)(Cl)Cl,CCCC,-0.11595,1.96
C(Cl)(Cl)(Cl)Cl,CC(C)C,-0.10294,1.74
C(Cl)(Cl)(Cl)Cl,CCCCC,-0.13962,2.36
C(Cl)(Cl)(Cl)Cl,CCCCCC,-0.17629,2.98
C(Cl)(Cl)(Cl)Cl,CCCC(C)C,-0.166,2.806
C(Cl)(Cl)(Cl)Cl,CCCCCCC,-0.20586999999999997,3.48
C(Cl)(Cl)(Cl)Cl,CC(C)CC(C)C,-0.18499000000000002,3.127
C(Cl)(Cl)(Cl)Cl,CCCCCCCC,-0.2396,4.05
C(Cl)(Cl)(Cl)Cl,CC(C)C(C)C(C)C,-0.2199,3.717
C(Cl)(Cl)(Cl)Cl,CCCCCCCCC,-0.26894,4.546
C(Cl)(Cl)(Cl)Cl,C1CCCC1,-0.16322,2.759
C(Cl)(Cl)(Cl)Cl,C1CCCCC1,-0.19049000000000002,3.22
C(Cl)(Cl)(Cl)Cl,CCC1CCCCC1,-0.24161,4.084
C(Cl)(Cl)(Cl)Cl,C=C,-0.03372,0.57
C(Cl)(Cl)(Cl)Cl,CC=C,-0.07987000000000001,1.35
C(Cl)(Cl)(Cl)Cl,C#C,-0.02816,0.47600000000000003
C(Cl)(Cl)(Cl)Cl,C(F)(F)(F)F,0.0355,-0.6
C(Cl)(Cl)(Cl)Cl,C(Cl)Cl,-0.14553,2.46
C(Cl)(Cl)(Cl)Cl,C(Cl)(Cl)Cl,-0.17393,2.94
C(Cl)(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl,-0.19168,3.24
C(Cl)(Cl)(Cl)Cl,CI,-0.14967,2.53
C(Cl)(Cl)(Cl)Cl,CCI,-0.18103,3.06
C(Cl)(Cl)(Cl)Cl,CCOCC,-0.15328,2.591
C(Cl)(Cl)(Cl)Cl,CCCOCCC,-0.20942,3.54
C(Cl)(Cl)(Cl)Cl,CC(C)OC(C)C,-0.18339,3.1
C(Cl)(Cl)(Cl)Cl,CCCCOCCCC,-0.27213000000000004,4.6
C(Cl)(Cl)(Cl)Cl,CC(C)(C)OC,-0.17121,2.8939999999999997
C(Cl)(Cl)(Cl)Cl,C1CCOC1,-0.18517,3.13
C(Cl)(Cl)(Cl)Cl,C1COCCO1,-0.21173000000000003,3.5789999999999997
C(Cl)(Cl)(Cl)Cl,CC(=O)C,-0.14731,2.49
C(Cl)(Cl)(Cl)Cl,CCC(=O)C,-0.17925,3.03
C(Cl)(Cl)(Cl)Cl,CCCC(=O)C,-0.20824,3.52
C(Cl)(Cl)(Cl)Cl,CCCCC(=O)C,-0.23723000000000002,4.01
C(Cl)(Cl)(Cl)Cl,CCCCCC(=O)C,-0.26681,4.51
C(Cl)(Cl)(Cl)Cl,CC(=O)OC,-0.15736,2.66
C(Cl)(Cl)(Cl)Cl,CCCOC(=O)C,-0.21534,3.64
C(Cl)(Cl)(Cl)Cl,CCCCOC(=O)C,-0.24669000000000002,4.17
C(Cl)(Cl)(Cl)Cl,CCC(=O)OC,-0.19227,3.25
C(Cl)(Cl)(Cl)Cl,CCCCC(=O)OC,-0.24729,4.18
C(Cl)(Cl)(Cl)Cl,CC#N,-0.13133,2.22
C(Cl)(Cl)(Cl)Cl,CCC#N,-0.16387000000000002,2.77
C(Cl)(Cl)(Cl)Cl,N,-0.04674,0.79
C(Cl)(Cl)(Cl)Cl,CNC,-0.1195,2.02
C(Cl)(Cl)(Cl)Cl,CCNCC,-0.17884,3.023
C(Cl)(Cl)(Cl)Cl,CCN(CC)CC,-0.19286,3.26
C(Cl)(Cl)(Cl)Cl,C[N+](=O)[O-],-0.15086,2.55
C(Cl)(Cl)(Cl)Cl,O,-0.037860000000000005,0.64
C(Cl)(Cl)(Cl)Cl,CO,-0.0972,1.643
C(Cl)(Cl)(Cl)Cl,CCO,-0.11388,1.925
C(Cl)(Cl)(Cl)Cl,CCCO,-0.15617999999999999,2.64
C(Cl)(Cl)(Cl)Cl,CCCCO,-0.18754,3.17
C(Cl)(Cl)(Cl)Cl,CCCCCO,-0.22173,3.748
C(Cl)(Cl)(Cl)Cl,CCCCCCO,-0.25267,4.271
C(Cl)(Cl)(Cl)Cl,CCCCCCCO,-0.27574,4.6610000000000005
C(Cl)(Cl)(Cl)Cl,CCCCCCCCO,-0.30112,5.09
C(Cl)(Cl)(Cl)Cl,FS(F)(F)(F)(F)F,-0.00118,0.02
C(Cl)(Cl)(Cl)Cl,c1ccccc1,-0.19463,3.29
C(Cl)(Cl)(Cl)Cl,Cc1ccccc1,-0.22954000000000002,3.88
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)Cl,-0.2461,4.16
C(Cl)(Cl)(Cl)Cl,[N]=O,0.026330000000000003,-0.445
C(Cl)(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,-0.49456999999999995,8.36
C(Cl)(Cl)(Cl)Cl,CCBr,-0.14967,2.53
C(Cl)(Cl)(Cl)Cl,CN(C)C,-0.13310999999999998,2.25
C(Cl)(Cl)(Cl)Cl,CC(C)O,-0.12565,2.124
C(Cl)(Cl)(Cl)Cl,C(=S)=S,-0.15736,2.66
C(Cl)(Cl)(Cl)Cl,Cc1ccc(cc1)C,-0.24846999999999997,4.2
C(Cl)(Cl)(Cl)Cl,c1ccncc1,-0.22273,3.765
C(Cl)(Cl)(Cl)Cl,CCOC(=O)C,-0.18399000000000001,3.11
C(Cl)(Cl)(Cl)Cl,C1CCCCCC1,-0.23001,3.888
C(Cl)(Cl)(Cl)Cl,CCC=C,-0.10826,1.83
C(Cl)(Cl)(Cl)Cl,CC(=C)C,-0.11773,1.99
C(Cl)(Cl)(Cl)Cl,CCCCCl,-0.18694000000000002,3.16
C(Cl)(Cl)(Cl)Cl,CC(C)(C)Cl,-0.15855,2.68
C(Cl)(Cl)(Cl)Cl,CC(C)(C)Br,-0.17925,3.03
C(Cl)(Cl)(Cl)Cl,COC(=O)OC,-0.18452000000000002,3.1189999999999998
C(Cl)(Cl)(Cl)Cl,C[Sn](C)(C)C,-0.19168,3.24
C(Cl)(Cl)(Cl)Cl,CCCCC=C,-0.16565,2.8
C(Cl)(Cl)(Cl)Cl,CC(=C)C=C,-0.15145,2.56
C(Cl)(Cl)(Cl)Cl,C(CCl)Cl,-0.18635,3.15
C(Cl)(Cl)(Cl)Cl,CCCCl,-0.16032000000000002,2.71
C(Cl)(Cl)(Cl)Cl,CN,-0.10944000000000001,1.85
C(Cl)(Cl)(Cl)Cl,CC(=O)O,-0.13287000000000002,2.246
C(Cl)(Cl)(Cl)Cl,CC(C)CO,-0.17103,2.891
C(Cl)(Cl)(Cl)Cl,CCC(C)O,-0.16877999999999999,2.853
C(Cl)(Cl)(Cl)Cl,CC(C)(C)O,-0.14352,2.426
C(Cl)(Cl)(Cl)Cl,Cc1ccccc1C,-0.26799,4.53
C(Cl)(Cl)(Cl)Cl,CCCCBr,-0.20586999999999997,3.48
C(Cl)(Cl)(Cl)Cl,CC(C)CCC(C)C,-0.2164,3.658
C(Cl)(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,-0.18399000000000001,3.11
C(Cl)(Cl)(Cl)Cl,CC(=O)CC(=O)C,-0.23948000000000003,4.048
C(Cl)(Cl)(Cl)Cl,CCOC=O,-0.14411,2.436
C(Cl)(Cl)(Cl)Cl,CC=C(C)C,-0.1408,2.38
C(Cl)(Cl)(Cl)Cl,C1CCC=CC1,-0.19877999999999998,3.36
C(Cl)(Cl)(Cl)Cl,CCl,-0.09525,1.61
C(Cl)(Cl)(Cl)Cl,CC(Cl)Cl,-0.16387000000000002,2.77
C(Cl)(Cl)(Cl)Cl,C(C(Cl)Cl)Cl,-0.21948,3.71
C(Cl)(Cl)(Cl)Cl,CC(CCl)Cl,-0.20173,3.41
C(Cl)(Cl)(Cl)Cl,C(=C(Cl)Cl)(Cl)Cl,-0.23758,4.016
C(Cl)(Cl)(Cl)Cl,C1CCC(=O)C1,-0.22895,3.87
C(Cl)(Cl)(Cl)Cl,CCCCCOC(=O)C,-0.27746,4.69
C(Cl)(Cl)(Cl)Cl,CCCCN,-0.18606,3.145
C(Cl)(Cl)(Cl)Cl,CCC[N+](=O)[O-],-0.20351,3.44
C(Cl)(Cl)(Cl)Cl,Cc1cccc(c1)C,-0.24729,4.18
C(Cl)(Cl)(Cl)Cl,COc1ccccc1,-0.25084,4.24
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)C#N,-0.28692,4.85
C(Cl)(Cl)(Cl)Cl,c1cc(cc(c1)Cl)Cl,-0.26916999999999996,4.55
C(Cl)(Cl)(Cl)Cl,CCC(C)(C)O,-0.18955,3.2039999999999997
C(Cl)(Cl)(Cl)Cl,CC(C)CC(C)O,-0.22688000000000003,3.835
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)Br,-0.27509,4.65
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)[N+](=O)[O-],-0.31118,5.26
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)CO,-0.28574,4.83
C(Cl)(Cl)(Cl)Cl,c1ccc2ccccc2c1,-0.3307,5.59
C(Cl)(Cl)(Cl)Cl,II,-0.22794,3.853
C(Cl)(Cl)(Cl)Cl,C(CCl)CCl,-0.2254,3.81
C(Cl)(Cl)(Cl)Cl,C1CCC(=O)CC1,-0.27036,4.57
C(Cl)(Cl)(Cl)Cl,CCN,-0.12009,2.03
C(Cl)(Cl)(Cl)Cl,CCCN,-0.15559,2.63
C(Cl)(Cl)(Cl)Cl,CCOCCO,-0.21131999999999998,3.572
C(Cl)(Cl)(Cl)Cl,[Hg],-0.11062999999999999,1.87
C(Cl)(Cl)(Cl)Cl,c1ccc(c(c1)Cl)Cl,-0.29461,4.98
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)C=O,-0.26503000000000004,4.48
C(Cl)(Cl)(Cl)Cl,CC(=O)c1ccccc1,-0.31118,5.26
C(Cl)(Cl)(Cl)Cl,Cc1ccccc1N,-0.30999,5.24
C(Cl)(Cl)(Cl)Cl,Cc1ccc(cc1)N,-0.30822,5.21
C(Cl)(Cl)(Cl)Cl,C1CCCCCCC1,-0.26456,4.4719999999999995
C(Cl)(Cl)(Cl)Cl,C1CCCCCCCCC1,-0.32159,5.436
C(Cl)(Cl)(Cl)Cl,C1C[C@@H]2[C@@H](CCCC2)CC1,-0.31372,5.303
C(Cl)(Cl)(Cl)Cl,C(F)(F)(Cl)Cl,-0.08341,1.41
C(Cl)(Cl)(Cl)Cl,C(F)(F)(F)Cl,-0.02603,0.44
C(Cl)(Cl)(Cl)Cl,CCCCCCC(=O)C,-0.29047,4.91
C(Cl)(Cl)(Cl)Cl,CC(C)[N+](=O)[O-],-0.19818,3.35
C(Cl)(Cl)(Cl)Cl,c1cc(ccc1Cl)Cl,-0.27213000000000004,4.6
C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)I,-0.30467,5.15
C(Cl)(Cl)(Cl)Cl,Cc1ccc(cc1)O,-0.27923000000000003,4.72
C(Cl)(Cl)(Cl)Cl,CCCC(C)(C)O,-0.22368000000000002,3.781
C(Cl)(Cl)(Cl)Cl,CC(C)CCCO,-0.23658,3.9989999999999997
C(Cl)(Cl)(Cl)Cl,CCC(C(C)C)O,-0.23066,3.8989999999999996
C(Cl)(Cl)(Cl)Cl,CC(C)C(C)(C)O,-0.22355999999999998,3.779
C(Cl)(Cl)(Cl)Cl,CC(C)(C)CCO,-0.23621999999999999,3.9930000000000003
C(Cl)(Cl)(Cl)Cl,CCCC(C)(CC)O,-0.25918,4.381
