deltaG,solute,solvent
-8.895088920000001,c1ccc(c(c1)O)I,C(Cl)(Cl)Cl
-9.7409664,c1cc(ccc1O)I,C(Cl)(Cl)Cl
-7.830823769999999,c1cc(c(cc1Cl)Cl)O,C(Cl)(Cl)Cl
-7.89908433,COc1ccccc1O,C(Cl)(Cl)Cl
-8.717749829999999,COc1cccc(c1)O,C(Cl)(Cl)Cl
-9.01777344,COc1ccc(cc1)O,C(Cl)(Cl)Cl
-7.76279382,c1ccc(c(c1)C=O)O,C(Cl)(Cl)Cl
-11.05060059,CC(=O)c1ccc(cc1)O,C(Cl)(Cl)Cl
-10.313801640000001,c1cc(cc(c1)O)[N+](=O)[O-],C(Cl)(Cl)Cl
-10.92791607,c1cc(ccc1[N+](=O)[O-])O,C(Cl)(Cl)Cl
-10.682316420000001,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])O,C(Cl)(Cl)Cl
-8.14468398,c1ccc(c(c1)C(=O)O)O,C(Cl)(Cl)Cl
-9.49536675,c1ccc(c(c1)CO)O,C(Cl)(Cl)Cl
-8.58122871,c1ccc(cc1)CCO,C(Cl)(Cl)Cl
-7.121467409999999,c1ccnc(c1)Cl,C(Cl)(Cl)Cl
-7.994556869999999,c1ccnc(c1)Br,C(Cl)(Cl)Cl
-6.73957725,COc1ccccn1,C(Cl)(Cl)Cl
-9.358845630000001,Cn1ccccc1=O,C(Cl)(Cl)Cl
-9.4135002,c1ccc2cnccc2c1,C(Cl)(Cl)Cl
-5.62088814,c1cc[nH]c1,C(Cl)(Cl)Cl
-3.13791027,C#N,C(Cl)(Cl)Cl
1.67399799,[HH],CCCCOCCO
-0.26081991,C(=O)=O,CCCCOCCO
-3.1787282400000003,CCCCCC,CCCCOCCO
-3.8608726200000003,CCCCCCC,CCCCOCCO
-4.46115045,CCCCCCCC,CCCCOCCO
-5.06142828,CCCCCCCCC,CCCCOCCO
-3.66992754,C1CCCCC1,CCCCOCCO
-4.09286628,c1ccccc1,CCCCOCCO
-4.6931441099999995,Cc1ccccc1,CCCCOCCO
-5.225161380000001,CCc1ccccc1,CCCCOCCO
-5.33423991,c1ccc(cc1)Cl,CCCCOCCO
-5.593445549999999,CCCCCCCCCC,CCCCOCCO
-5.0206103099999995,Cc1ccc(cc1)C,CCCCOCCO
-3.30164337,CC(C)(C)Cl,CCCCOCCO
-3.4651458600000002,CC1CCCC1,CCCCOCCO
-4.01099973,CC1CCCCC1,CCCCOCCO
-3.8744786099999997,C1CCC=CC1,CCCCOCCO
-5.307027930000001,Cc1cccc(c1)C,CCCCOCCO
-4.29741735,c1ccc(cc1)F,CCCCOCCO
-5.798227230000001,c1ccc(cc1)Br,CCCCOCCO
-7.38067305,c1ccc2ccccc2c1,CCCCOCCO
-6.166511400000001,CCCCCCCCCCC,CCCCOCCO
-6.46676562,c1ccc(c(c1)Cl)Cl,CCCCOCCO
-5.156900820000001,C1CCCCCCC1,CCCCOCCO
-7.1147797200000005,CCCCOCCO,CCCCOCCO
-4.6931441099999995,C=CCCCCC=C,CCCCOCCO
-6.3302445,Cc1ccc(cc1)C(C)C,CCCCOCCO
-0.75040494,C(=O)=O,C1COCCN1C=O
1.20055566,C,C1COCCN1C=O
0.19094508,CC,C1COCCN1C=O
-1.51441587,CCCCC,C1COCCN1C=O
-2.03282715,CCCCCC,C1COCCN1C=O
-2.56484442,CCCCCCC,C1COCCN1C=O
-3.0968616900000003,CCCCCCCC,C1COCCN1C=O
-2.2237722300000002,C1CCCC1,C1COCCN1C=O
-2.70136554,C1CCCCC1,C1COCCN1C=O
-3.5198004299999996,CCC1CCCCC1,C1COCCN1C=O
-3.6971395200000003,C1CCOC1,C1COCCN1C=O
-3.9427391700000003,CCCC=O,C1COCCN1C=O
-4.48836243,CCCCC=O,C1COCCN1C=O
-3.6971395200000003,CC(=O)C,C1COCCN1C=O
-4.1200782600000005,CCC(=O)C,C1COCCN1C=O
-4.51580502,CCCC(=O)C,C1COCCN1C=O
-3.62887896,CC(=O)OC,C1COCCN1C=O
-4.42033248,CCCOC(=O)C,C1COCCN1C=O
-4.27020537,CO,C1COCCN1C=O
-4.48836243,CCO,C1COCCN1C=O
-5.0342163,CCCO,C1COCCN1C=O
-4.02460572,c1ccccc1,C1COCCN1C=O
-4.51580502,Cc1ccccc1,C1COCCN1C=O
-5.00677371,CCc1ccccc1,C1COCCN1C=O
-5.27981595,CC(C)c1ccccc1,C1COCCN1C=O
-4.14729024,CCCCCCCCCC,C1COCCN1C=O
-4.5294110100000005,CC(C)O,C1COCCN1C=O
-4.97956173,Cc1ccc(cc1)C,C1COCCN1C=O
-3.92913318,CCOC(=O)C,C1COCCN1C=O
-2.4421599,CC(C)CC(C)(C)C,C1COCCN1C=O
-4.39288989,c1ccsc1,C1COCCN1C=O
-1.8418820700000003,CCCC=C,C1COCCN1C=O
-2.36029335,CCCCC=C,C1COCCN1C=O
-4.4475444600000005,CC(C)(C)O,C1COCCN1C=O
-2.4693718799999997,CC1CCCC1,C1COCCN1C=O
-2.89231062,CCCCCC=C,C1COCCN1C=O
-5.26620996,Cc1ccccc1C,C1COCCN1C=O
-2.94673458,CC1CCCCC1,C1COCCN1C=O
-3.39711591,CCCCCCC=C,C1COCCN1C=O
-3.20594022,C1CCC=CC1,C1COCCN1C=O
-4.4475444600000005,CCC(=O)CC,C1COCCN1C=O
-4.29741735,CCC(=O)OCC,C1COCCN1C=O
-4.6112775599999996,CCCC(=O)OCC,C1COCCN1C=O
-5.0342163,Cc1cccc(c1)C,C1COCCN1C=O
-1.81443948,S,C1COCCN1C=O
-4.6112775599999996,CC(C)CC(=O)C,C1COCCN1C=O
-3.62887896,CC(C)C=O,C1COCCN1C=O
-4.6931441099999995,C/C=C/C=O,C1COCCN1C=O
-2.52379584,C1CC=CC1,C1COCCN1C=O
-3.98378775,CC(=O)OC=C,C1COCCN1C=O
-3.36967332,C[C@H]1CC[C@H](CC1)C,C1COCCN1C=O
-3.20594022,C[C@H]1CC[C@@H](CC1)C,C1COCCN1C=O
-3.53340642,C[C@@H]1CCCC[C@@H]1C,C1COCCN1C=O
-3.30164337,C[C@H]1CCCC[C@@H]1C,C1COCCN1C=O
-8.4311016,C1COCCN1C=O,C1COCCN1C=O
-2.48297787,CCCCC,CCC#N
-3.0013891499999996,CCCCCC,CCC#N
-2.83488873,CCCC(C)C,CCC#N
-3.5703040200000005,CCCCCCC,CCC#N
-3.17457726,CC(C)CC(C)C,CCC#N
-4.126996559999999,CCCCCCCC,CCC#N
-3.8608726200000003,CC(C)C(C)C(C)C,CCC#N
-4.68899313,CCCCCCCCC,CCC#N
-3.37105698,C1CCCCC1,CCC#N
-4.31794164,CCC1CCCCC1,CCC#N
-3.75709812,CC(C)CCC(C)C,CCC#N
2.3056387799999998,[He],Cc1cccc(c1)C
2.02590885,[Ne],Cc1cccc(c1)C
0.85671615,[Ar],Cc1cccc(c1)C
0.19371239999999998,[Kr],Cc1cccc(c1)C
1.48558962,[HH],Cc1cccc(c1)C
0.85141212,O=O,Cc1cccc(c1)C
-0.4473834,C(=O)=O,Cc1cccc(c1)C
0.36690051,C,Cc1cccc(c1)C
-1.6234944,CCC,Cc1cccc(c1)C
-2.33700174,CCCC,Cc1cccc(c1)C
-2.0708778000000003,CC(C)C,Cc1cccc(c1)C
-3.10908402,CCCCC,Cc1cccc(c1)C
-3.84865029,CCCCCC,Cc1cccc(c1)C
-0.60973284,C=C,Cc1cccc(c1)C
-1.57990911,CC=C,Cc1cccc(c1)C
-2.4952002,C/C=C/C,Cc1cccc(c1)C
-2.56622808,C/C=C\C,Cc1cccc(c1)C
-2.47605957,C=CC=C,Cc1cccc(c1)C
1.12814412,C(F)(F)(F)F,Cc1cccc(c1)C
-2.87316999,CCCl,Cc1cccc(c1)C
-3.57975903,C(Cl)Cl,Cc1cccc(c1)C
-4.289346000000001,C(Cl)(Cl)(Cl)Cl,Cc1cccc(c1)C
-1.63294941,CC(F)F,Cc1cccc(c1)C
-2.0478168,COC,Cc1cccc(c1)C
-3.28780677,CCOCC,Cc1cccc(c1)C
-3.40103628,CC(=O)C,Cc1cccc(c1)C
-4.0887153000000005,CCC(=O)C,Cc1cccc(c1)C
-2.42440293,CO,Cc1cccc(c1)C
-3.0027728099999997,CCO,Cc1cccc(c1)C
-3.7218147900000003,CCCO,Cc1cccc(c1)C
-4.37790024,CCCCO,Cc1cccc(c1)C
-5.21432271,CCCCCO,Cc1cccc(c1)C
0.19371239999999998,FS(F)(F)(F)(F)F,Cc1cccc(c1)C
-4.34100264,c1ccccc1,Cc1cccc(c1)C
0.79122291,[N]=O,Cc1cccc(c1)C
-3.33300633,CC(C)O,Cc1cccc(c1)C
-2.30287146,CCC=C,Cc1cccc(c1)C
-2.3314671,CC(=C)C,Cc1cccc(c1)C
-3.73542078,CCCCC=C,Cc1cccc(c1)C
-4.4530791,C(CCl)Cl,Cc1cccc(c1)C
-4.102321290000001,CC(C)CO,Cc1cccc(c1)C
-4.13645157,CCC(C)O,Cc1cccc(c1)C
-4.93182546,CC(C)CCO,Cc1cccc(c1)C
-4.690376789999999,C(CCl)O,Cc1cccc(c1)C
-5.80491492,Cc1cccc(c1)C,Cc1cccc(c1)C
-3.37244064,C(C(F)(Cl)Cl)(F)(F)Cl,Cc1cccc(c1)C
2.12829969,[He],C(Cl)(Cl)(Cl)Cl
1.86909405,[Ne],C(Cl)(Cl)(Cl)Cl
0.6410958,[Ar],C(Cl)(Cl)(Cl)Cl
-0.16373310000000002,[Kr],C(Cl)(Cl)(Cl)Cl
-0.7093563600000001,[Xe],C(Cl)(Cl)(Cl)Cl
1.51441587,[HH],C(Cl)(Cl)(Cl)Cl
0.7093563600000001,O=O,C(Cl)(Cl)(Cl)Cl
1.0778711399999998,N#N,C(Cl)(Cl)(Cl)Cl
-0.8594834699999999,[N-]=[N+]=O,C(Cl)(Cl)(Cl)Cl
0.90053205,[C-]#[O+],C(Cl)(Cl)(Cl)Cl
-0.6071961300000001,C(=O)=O,C(Cl)(Cl)(Cl)Cl
0.19094508,C,C(Cl)(Cl)(Cl)Cl
-0.99600459,CC,C(Cl)(Cl)(Cl)Cl
-1.8280454700000002,CCC,C(Cl)(Cl)(Cl)Cl
-2.67392295,CCCC,C(Cl)(Cl)(Cl)Cl
-2.37389934,CC(C)C,C(Cl)(Cl)(Cl)Cl
-3.21977682,CCCCC,C(Cl)(Cl)(Cl)Cl
-4.06542369,CCCCCC,C(Cl)(Cl)(Cl)Cl
-3.828126,CCCC(C)C,C(Cl)(Cl)(Cl)Cl
-4.74756807,CCCCCCC,C(Cl)(Cl)(Cl)Cl
-4.26605439,CC(C)CC(C)C,C(Cl)(Cl)(Cl)Cl
-5.5254156000000005,CCCCCCCC,C(Cl)(Cl)(Cl)Cl
-5.0711139,CC(C)C(C)C(C)C,C(Cl)(Cl)(Cl)Cl
-6.2020253400000005,CCCCCCCCC,C(Cl)(Cl)(Cl)Cl
-3.76401642,C1CCCC1,C(Cl)(Cl)(Cl)Cl
-4.39288989,C1CCCCC1,C(Cl)(Cl)(Cl)Cl
-5.57176821,CCC1CCCCC1,C(Cl)(Cl)(Cl)Cl
-0.77761692,C=C,C(Cl)(Cl)(Cl)Cl
-1.8418820700000003,CC=C,C(Cl)(Cl)(Cl)Cl
-0.64939776,C#C,C(Cl)(Cl)(Cl)Cl
0.8186654999999999,C(F)(F)(F)F,C(Cl)(Cl)(Cl)Cl
-3.3560673299999997,C(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-4.01099973,C(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-4.42033248,C(Cl)(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-3.45153987,CI,C(Cl)(Cl)(Cl)Cl
-4.17473283,CCI,C(Cl)(Cl)(Cl)Cl
-3.53479008,CCOCC,C(Cl)(Cl)(Cl)Cl
-4.82943462,CCCOCCC,C(Cl)(Cl)(Cl)Cl
-4.22915679,CC(C)OC(C)C,C(Cl)(Cl)(Cl)Cl
-6.275589930000001,CCCCOCCCC,C(Cl)(Cl)(Cl)Cl
-3.94827381,CC(C)(C)OC,C(Cl)(Cl)(Cl)Cl
-4.27020537,C1CCOC1,C(Cl)(Cl)(Cl)Cl
-4.882705530000002,C1COCCO1,C(Cl)(Cl)(Cl)Cl
-3.39711591,CC(=O)C,C(Cl)(Cl)(Cl)Cl
-4.13368425,CCC(=O)C,C(Cl)(Cl)(Cl)Cl
-4.80222264,CCCC(=O)C,C(Cl)(Cl)(Cl)Cl
-5.47076103,CCCCC(=O)C,C(Cl)(Cl)(Cl)Cl
-6.15290541,CCCCCC(=O)C,C(Cl)(Cl)(Cl)Cl
-3.62887896,CC(=O)OC,C(Cl)(Cl)(Cl)Cl
-4.96595574,CCCOC(=O)C,C(Cl)(Cl)(Cl)Cl
-5.68891809,CCCCOC(=O)C,C(Cl)(Cl)(Cl)Cl
-4.43393847,CCC(=O)OC,C(Cl)(Cl)(Cl)Cl
-5.70275469,CCCCC(=O)OC,C(Cl)(Cl)(Cl)Cl
-3.02860113,CC#N,C(Cl)(Cl)(Cl)Cl
-3.7790060700000003,CCC#N,C(Cl)(Cl)(Cl)Cl
-1.0778711399999998,N,C(Cl)(Cl)(Cl)Cl
-2.7557894999999997,CNC,C(Cl)(Cl)(Cl)Cl
-4.12422924,CCNCC,C(Cl)(Cl)(Cl)Cl
-4.4475444600000005,CCN(CC)CC,C(Cl)(Cl)(Cl)Cl
-3.4789824599999997,C[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl
-0.8730894600000001,O,C(Cl)(Cl)(Cl)Cl
-2.2415292,CO,C(Cl)(Cl)(Cl)Cl
-2.62618668,CCO,C(Cl)(Cl)(Cl)Cl
-3.6016669800000005,CCCO,C(Cl)(Cl)(Cl)Cl
-4.3248599400000005,CCCCO,C(Cl)(Cl)(Cl)Cl
-5.11331553,CCCCCO,C(Cl)(Cl)(Cl)Cl
-5.82682287,CCCCCCO,C(Cl)(Cl)(Cl)Cl
-6.35884014,CCCCCCCO,C(Cl)(Cl)(Cl)Cl
-6.94412832,CCCCCCCCO,C(Cl)(Cl)(Cl)Cl
-0.02721198,FS(F)(F)(F)(F)F,C(Cl)(Cl)(Cl)Cl
-4.48836243,c1ccccc1,C(Cl)(Cl)(Cl)Cl
-5.29342194,Cc1ccccc1,C(Cl)(Cl)(Cl)Cl
-5.6753121,c1ccc(cc1)Cl,C(Cl)(Cl)(Cl)Cl
0.6071961300000001,[N]=O,C(Cl)(Cl)(Cl)Cl
-11.40527877,CCCCCCCCCCCCCCCC,C(Cl)(Cl)(Cl)Cl
-3.45153987,CCBr,C(Cl)(Cl)(Cl)Cl
-3.0696497099999993,CN(C)C,C(Cl)(Cl)(Cl)Cl
-2.8976146500000004,CC(C)O,C(Cl)(Cl)(Cl)Cl
-3.62887896,C(=S)=S,C(Cl)(Cl)(Cl)Cl
-5.72996667,Cc1ccc(cc1)C,C(Cl)(Cl)(Cl)Cl
-5.136376530000001,c1ccncc1,C(Cl)(Cl)(Cl)Cl
-4.24299339,CCOC(=O)C,C(Cl)(Cl)(Cl)Cl
-5.30426061,C1CCCCCC1,C(Cl)(Cl)(Cl)Cl
-2.49658386,CCC=C,C(Cl)(Cl)(Cl)Cl
-2.71497153,CC(=C)C,C(Cl)(Cl)(Cl)Cl
-4.31102334,CCCCCl,C(Cl)(Cl)(Cl)Cl
-3.65632155,CC(C)(C)Cl,C(Cl)(Cl)(Cl)Cl
-4.13368425,CC(C)(C)Br,C(Cl)(Cl)(Cl)Cl
-4.25521572,COC(=O)OC,C(Cl)(Cl)(Cl)Cl
-4.42033248,C[Sn](C)(C)C,C(Cl)(Cl)(Cl)Cl
-3.82005465,CCCCC=C,C(Cl)(Cl)(Cl)Cl
-3.49258845,CC(=C)C=C,C(Cl)(Cl)(Cl)Cl
-4.29741735,C(CCl)Cl,C(Cl)(Cl)(Cl)Cl
-3.6971395200000003,CCCCl,C(Cl)(Cl)(Cl)Cl
-2.52379584,CN,C(Cl)(Cl)(Cl)Cl
-3.06411507,CC(=O)O,C(Cl)(Cl)(Cl)Cl
-3.9441228299999995,CC(C)CO,C(Cl)(Cl)(Cl)Cl
-3.8922355800000004,CCC(C)O,C(Cl)(Cl)(Cl)Cl
-3.30971472,CC(C)(C)O,C(Cl)(Cl)(Cl)Cl
-6.18011739,Cc1ccccc1C,C(Cl)(Cl)(Cl)Cl
-4.74756807,CCCCBr,C(Cl)(Cl)(Cl)Cl
-4.9904004,CC(C)CCC(C)C,C(Cl)(Cl)(Cl)Cl
-4.24299339,CC(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-5.522648280000001,CC(=O)CC(=O)C,C(Cl)(Cl)(Cl)Cl
-3.3233207099999995,CCOC=O,C(Cl)(Cl)(Cl)Cl
-3.2469888,CC=C(C)C,C(Cl)(Cl)(Cl)Cl
-4.58406558,C1CCC=CC1,C(Cl)(Cl)(Cl)Cl
-2.19656025,CCl,C(Cl)(Cl)(Cl)Cl
-3.7790060700000003,CC(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-5.06142828,C(C(Cl)Cl)Cl,C(Cl)(Cl)(Cl)Cl
-4.6520955299999995,CC(CCl)Cl,C(Cl)(Cl)(Cl)Cl
-5.47883238,C(=C(Cl)Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-5.27981595,C1CCC(=O)C1,C(Cl)(Cl)(Cl)Cl
-6.39850506,CCCCCOC(=O)C,C(Cl)(Cl)(Cl)Cl
-4.29072966,CCCCN,C(Cl)(Cl)(Cl)Cl
-4.6931441099999995,CCC[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl
-5.70275469,Cc1cccc(c1)C,C(Cl)(Cl)(Cl)Cl
-5.78462124,COc1ccccc1,C(Cl)(Cl)(Cl)Cl
-6.61666212,c1ccc(cc1)C#N,C(Cl)(Cl)(Cl)Cl
-6.20732937,c1cc(cc(c1)Cl)Cl,C(Cl)(Cl)(Cl)Cl
-4.37121255,CCC(C)(C)O,C(Cl)(Cl)(Cl)Cl
-5.232079680000001,CC(C)CC(C)O,C(Cl)(Cl)(Cl)Cl
-6.34385049,c1ccc(cc1)Br,C(Cl)(Cl)(Cl)Cl
-7.1761219800000005,c1ccc(cc1)[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl
-6.58945014,c1ccc(cc1)CO,C(Cl)(Cl)(Cl)Cl
-7.6262726999999995,c1ccc2ccccc2c1,C(Cl)(Cl)(Cl)Cl
-5.25652434,II,C(Cl)(Cl)(Cl)Cl
-5.1979494,C(CCl)CCl,C(Cl)(Cl)(Cl)Cl
-6.23477196,C1CCC(=O)CC1,C(Cl)(Cl)(Cl)Cl
-2.76939549,CCN,C(Cl)(Cl)(Cl)Cl
-3.5880609900000002,CCCN,C(Cl)(Cl)(Cl)Cl
-4.87325052,CCOCCO,C(Cl)(Cl)(Cl)Cl
-2.55123843,[Hg],C(Cl)(Cl)(Cl)Cl
-6.794001209999999,c1ccc(c(c1)Cl)Cl,C(Cl)(Cl)(Cl)Cl
-6.111856830000001,c1ccc(cc1)C=O,C(Cl)(Cl)(Cl)Cl
-7.1761219800000005,CC(=O)c1ccccc1,C(Cl)(Cl)(Cl)Cl
-7.14867939,Cc1ccccc1N,C(Cl)(Cl)(Cl)Cl
-7.10786142,Cc1ccc(cc1)N,C(Cl)(Cl)(Cl)Cl
-6.101018160000001,C1CCCCCCC1,C(Cl)(Cl)(Cl)Cl
-7.41618699,C1CCCCCCCCC1,C(Cl)(Cl)(Cl)Cl
-7.23469692,C1C[C@@H]2[C@@H](CCCC2)CC1,C(Cl)(Cl)(Cl)Cl
-1.92351801,C(F)(F)(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-0.60027783,C(F)(F)(F)Cl,C(Cl)(Cl)(Cl)Cl
-6.69852867,CCCCCCC(=O)C,C(Cl)(Cl)(Cl)Cl
-4.5702289799999996,CC(C)[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl
-6.275589930000001,c1cc(ccc1Cl)Cl,C(Cl)(Cl)(Cl)Cl
-7.02599487,c1ccc(cc1)I,C(Cl)(Cl)(Cl)Cl
-6.439323030000001,Cc1ccc(cc1)O,C(Cl)(Cl)(Cl)Cl
-5.15828448,CCCC(C)(C)O,C(Cl)(Cl)(Cl)Cl
-5.45577138,CC(C)CCCO,C(Cl)(Cl)(Cl)Cl
-5.3192502600000005,CCC(C(C)C)O,C(Cl)(Cl)(Cl)Cl
-5.1555171600000005,CC(C)C(C)(C)O,C(Cl)(Cl)(Cl)Cl
-5.44746942,CC(C)(C)CCO,C(Cl)(Cl)(Cl)Cl
-5.9769499800000006,CCCC(C)(CC)O,C(Cl)(Cl)(Cl)Cl
-6.431251680000001,CCCC(C(C)C)O,C(Cl)(Cl)(Cl)Cl
-5.930597369999999,CCCC(C)C(C)O,C(Cl)(Cl)(Cl)Cl
-5.819904569999999,CCCCC(C)(C)O,C(Cl)(Cl)(Cl)Cl
-6.07518984,CC(C)CCC(C)O,C(Cl)(Cl)(Cl)Cl
-6.020535270000001,CCC(CC)(CC)O,C(Cl)(Cl)(Cl)Cl
-5.979717299999999,CC(CC(C)(C)C)O,C(Cl)(Cl)(Cl)Cl
-5.9564256900000006,CCC(C)(C(C)C)O,C(Cl)(Cl)(Cl)Cl
-5.45992236,CCC(C(C)(C)C)O,C(Cl)(Cl)(Cl)Cl
-5.53902159,c1cc(oc1)C=O,C(Cl)(Cl)(Cl)Cl
-6.39850506,Cc1ccc(o1)C=O,C(Cl)(Cl)(Cl)Cl
-5.930597369999999,C(C(Cl)Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-5.779086599999999,CCOC(=O)OCC,C(Cl)(Cl)(Cl)Cl
-1.8963060299999999,ClCl,C(Cl)(Cl)(Cl)Cl
-6.794001209999999,Cc1ccccc1O,C(Cl)(Cl)(Cl)Cl
-6.835049789999999,COC(=O)c1ccccc1,C(Cl)(Cl)(Cl)Cl
-6.084644849999999,Cc1ccncc1,C(Cl)(Cl)(Cl)Cl
-4.7067501,CCCC(C)O,C(Cl)(Cl)(Cl)Cl
-3.5470124100000002,C=CCO,C(Cl)(Cl)(Cl)Cl
-6.20732937,c1ccc(cc1)O,C(Cl)(Cl)(Cl)Cl
-6.18011739,c1ccc(c(c1)O)Cl,C(Cl)(Cl)(Cl)Cl
-3.98378775,CCC(=O)O,C(Cl)(Cl)(Cl)Cl
-4.80222264,CCCC(=O)O,C(Cl)(Cl)(Cl)Cl
-5.593445549999999,CCCCC(=O)O,C(Cl)(Cl)(Cl)Cl
-5.37528849,CC(C)CC(=O)O,C(Cl)(Cl)(Cl)Cl
-7.48975158,Cc1ccccc1[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl
-7.58545473,Cc1ccc(cc1)[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl
-4.17473283,CCCBr,C(Cl)(Cl)(Cl)Cl
-5.33700723,C(CBr)Br,C(Cl)(Cl)(Cl)Cl
-4.96595574,CCCI,C(Cl)(Cl)(Cl)Cl
-5.56623357,CCCCI,C(Cl)(Cl)(Cl)Cl
-3.2742007799999997,C(C(F)(Cl)Cl)(F)(F)Cl,C(Cl)(Cl)(Cl)Cl
-4.91130117,CCCCOCC,C(Cl)(Cl)(Cl)Cl
-4.39288989,CCCCOC,C(Cl)(Cl)(Cl)Cl
-2.9877831599999993,C(=O)O,C(Cl)(Cl)(Cl)Cl
-5.29342194,C(C(=O)O)Cl,C(Cl)(Cl)(Cl)Cl
-7.69453326,c1cc(ccc1N)Cl,C(Cl)(Cl)(Cl)Cl
-6.603056130000001,CNc1ccccc1,C(Cl)(Cl)(Cl)Cl
-7.286584169999999,c1cc(cc(c1)Cl)O,C(Cl)(Cl)(Cl)Cl
-7.58545473,c1cc(ccc1O)Cl,C(Cl)(Cl)(Cl)Cl
-7.0942554300000005,c1ccc(c(c1)O)Br,C(Cl)(Cl)(Cl)Cl
-4.96595574,CCOCOCC,C(Cl)(Cl)(Cl)Cl
-4.63848954,COCCOC,C(Cl)(Cl)(Cl)Cl
-3.9182945099999995,C(Cl)Br,C(Cl)(Cl)(Cl)Cl
-3.65632155,COCOC,C(Cl)(Cl)(Cl)Cl
-5.8526511900000004,CCOCCOC,C(Cl)(Cl)(Cl)Cl
-9.222555119999999,c1ccc(cc1)c2ccccc2,C(Cl)(Cl)(Cl)Cl
-10.98510735,c1ccc2c(c1)ccc3c2cccc3,C(Cl)(Cl)(Cl)Cl
-11.14607313,c1ccc2cc3ccccc3cc2c1,C(Cl)(Cl)(Cl)Cl
-7.10786142,[Ge](Br)(Br)(Br)Br,C(Cl)(Cl)(Cl)Cl
-4.27020537,Cl[Ge](Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl
-3.9563451599999997,C=CCCC=C,C(Cl)(Cl)(Cl)Cl
-4.40649588,CC(=C)C(=C)C,C(Cl)(Cl)(Cl)Cl
-7.27159452,c1ccc(c(c1)N)Cl,C(Cl)(Cl)(Cl)Cl
-7.69453326,c1cc(cc(c1)Cl)N,C(Cl)(Cl)(Cl)Cl
-7.790005799999999,COc1ccccc1N,C(Cl)(Cl)(Cl)Cl
-9.23616111,c1ccc(cc1)C(=N)O,C(Cl)(Cl)(Cl)Cl
-7.38067305,COC(=O)c1ccccc1O,C(Cl)(Cl)(Cl)Cl
-8.267599109999999,CCOC(=O)c1ccccc1O,C(Cl)(Cl)(Cl)Cl
-8.96334948,CCCOC(=O)c1ccccc1O,C(Cl)(Cl)(Cl)Cl
-9.727360410000001,CCCCOC(=O)c1ccccc1O,C(Cl)(Cl)(Cl)Cl
-6.53479557,C(=O)(C(Cl)(Cl)Cl)O,C(Cl)(Cl)(Cl)Cl
-2.3056387799999998,OO,C(Cl)(Cl)(Cl)Cl
-7.81721778,c1ccc(c(c1)N)O,C(Cl)(Cl)(Cl)Cl
-8.554016729999999,c1cc(cc(c1)O)N,C(Cl)(Cl)(Cl)Cl
-8.267599109999999,c1cc(ccc1N)O,C(Cl)(Cl)(Cl)Cl
2.39557668,[He],CCCCCCCCCCCO
2.2332272399999997,[Ne],CCCCCCCCCCCO
1.02183291,[Ar],CCCCCCCCCCCO
0.37381880999999995,[Kr],CCCCCCCCCCCO
1.10508312,O=O,CCCCCCCCCCCO
1.4583776400000001,N#N,CCCCCCCCCCCO
0.5606129099999999,C,CCCCCCCCCCCO
1.38758037,C(F)(F)(F)F,CCCCCCCCCCCO
0.49258296,FS(F)(F)(F)(F)F,CCCCCCCCCCCO
2.2237722300000002,[He],C1CCOC1
2.03282715,[Ne],C1CCOC1
0.76401093,[Ar],C1CCOC1
0.09547254,[Kr],C1CCOC1
-0.79122291,[Xe],C1CCOC1
1.4597612999999998,[HH],C1CCOC1
0.8186654999999999,O=O,C1CCOC1
1.1322950999999999,N#N,C1CCOC1
-1.11868911,C(=O)=O,C1CCOC1
-3.92913318,O=S=O,C1CCOC1
0.24559965,C,C1CCOC1
-0.84587748,CC,C1CCOC1
-3.1787282400000003,CCCCC,C1CCOC1
-3.8744786099999997,CCCCCC,C1CCOC1
-3.6835335299999996,CCCC(C)C,C1CCOC1
-4.55662299,CCCCCCC,C1CCOC1
-4.13368425,CC(C)CC(C)C,C1CCOC1
-5.25237336,CCCCCCCC,C1CCOC1
-4.89769518,CC(C)C(C)C(C)C,C1CCOC1
-5.920911749999999,CCCCCCCCC,C1CCOC1
-4.27158903,C1CCCCC1,C1CCOC1
-5.3478459,CCC1CCCCC1,C1CCOC1
-0.8186654999999999,C=C,C1CCOC1
0.99600459,C(F)(F)(F)F,C1CCOC1
-4.27020537,C(Cl)Cl,C1CCOC1
-5.12968884,C(Cl)(Cl)Cl,C1CCOC1
